epoch;train_loss;train_accuracy;test_loss;test_accuracy;test_precision;test_recall;test_f1;test_specificity;test_npv;test_fpr;test_fnr;test_mcc;test_tp;test_fp;test_tn;test_fn
19;0.3650322612188133;0.8405426943979933;0.2377090884470626;0.9110667293233082;0.8487923685812868;1.0;0.9182127566143374;0.8274664196387216;1.0;0.17253358036127836;0.0;0.8380615623250045;8364;1490;7146;0
20;0.36375687121846606;0.8410195443143813;0.252707945701099;0.8935032894736842;0.8237959223874717;1.0;0.903386077658368;0.7928439092172302;1.0;0.2071560907827698;0.0;0.8081717512403518;8364;1789;6847;0
21;0.35976246866494116;0.8444489443979933;0.22990116087677784;0.9154722744360902;0.8554475703324809;0.9997608799617408;0.9219912894867414;0.8363825845298749;0.9997231833910034;0.16361741547012507;0.00023912003825920613;0.8456035931512238;8362;1413;7223;2
22;0.3577697072738788;0.8461538461538461;0.23256416747668632;0.9142974624060151;0.8536286618352557;0.9998804399808704;0.9209845272837399;0.833950903195924;0.9998611689573789;0.16604909680407595;0.00011956001912960307;0.8436033262129526;8363;1434;7202;1
23;0.3559497439342996;0.8464020693979933;0.22948667055514074;0.9128876879699248;0.8516142173337407;0.9997608799617408;0.9197602155859869;0.8312876331635016;0.9997214872580421;0.16871236683649837;0.00023912003825920613;0.8411309478740108;8362;1457;7179;2
24;0.3538437744720923;0.8483682587792643;0.2287841000055012;0.9135925751879699;0.8525124859851188;1.0;0.920385144429161;0.8324455766558592;1.0;0.1675544233441408;0.0;0.8424192827815625;8364;1447;7189;0
25;0.35148707855754474;0.8491847826086957;0.222922565471521;0.9223449248120301;0.8665698277650965;0.9985652797704447;0.9278969003444061;0.8510884668828161;0.9983700081499592;0.1489115331171839;0.0014347202295552368;0.857262720649209;8352;1286;7350;12
26;0.35133556600498117;0.8496485681438127;0.2348607129424362;0.9110667293233082;0.8488631749898498;0.9998804399808704;0.9182037768994291;0.8275822139879574;0.9998601007274762;0.1724177860120426;0.00011956001912960307;0.8380255450821149;8363;1489;7147;1
27;0.3488584780399018;0.8507198474080268;0.2326534263005382;0.9098331766917294;0.8469873417721518;1.0;0.9171555458084325;0.8250347383047707;1.0;0.17496526169522927;0.0;0.8359389809468396;8364;1511;7125;0
28;0.3487905526539952;0.8510791178929766;0.2272950805079444;0.9132988721804511;0.8524372832959413;0.999402199904352;0.9200880572372042;0.8324455766558592;0.9993049763691966;0.1675544233441408;0.0005978000956480153;0.8417362442623074;8359;1447;7189;5
29;0.34652427349700576;0.8528166806020067;0.22266855530608864;0.9182918233082706;0.8604842864502834;0.9984457197513151;0.9243455642260225;0.8432144511347847;0.9982179575051405;0.15678554886521537;0.0015542802486848398;0.8501385048260074;8351;1354;7282;13
30;0.34558760022190105;0.8526207148829431;0.22307515463658742;0.9207001879699248;0.8642103084247568;0.9983261597321855;0.9264395872628425;0.8480778138026864;0.9980921231943308;0.15192218619731357;0.001673840267814443;0.8543162204425115;8350;1312;7324;14
31;0.3437192645110813;0.8542472303511706;0.22695825293772204;0.9127114661654135;0.8515688671556643;0.999402199904352;0.9195819581958197;0.8312876331635016;0.999304008908686;0.16871236683649837;0.0005978000956480153;0.8407207903815983;8359;1457;7179;5
32;0.34487636449644;0.8521308005852842;0.22341586652218848;0.9164121240601504;0.8572894223863753;0.9990435198469632;0.9227541273259344;0.8389300602130616;0.9988970081345651;0.1610699397869384;0.0009564801530368245;0.8470310551464132;8356;1391;7245;8
33;0.3432318062885948;0.8542668269230769;0.21963346542272352;0.9222274436090225;0.8670754520889628;0.9974892395982783;0.9277215612142778;0.8518990273274665;0.9971537001897534;0.14810097267253358;0.002510760401721664;0.8567765764075977;8343;1279;7357;21
34;0.3416330090110318;0.8552074623745819;0.2220161638985899;0.920171522556391;0.863406059352704;0.9983261597321855;0.9259772664263931;0.8470356646595646;0.9980897803247374;0.15296433534043538;0.001673840267814443;0.853390704622229;8350;1321;7315;14
35;0.3416846353548227;0.8552923808528428;0.2240331155156955;0.9202302631578947;0.8659933361099542;0.9943806791009087;0.9257569011576134;0.8509726725335803;0.9936452136289886;0.14902732746641964;0.005619320899091344;0.8524660281888228;8317;1287;7349;47
36;0.3416876153503373;0.8554360890468228;0.2240096109506107;0.9222861842105263;0.8674711328409446;0.99701099952176;0.9277410023919452;0.8524779990736452;0.9966156761878977;0.14752200092635478;0.0029890004782400764;0.8567568138634266;8339;1274;7362;25
37;0.3411671096913791;0.8556516513377926;0.22618002067775206;0.923108552631579;0.8707447365664607;0.9939024390243902;0.9282563787616548;0.8571097730430755;0.9931571179390849;0.1428902269569245;0.006097560975609756;0.8574328126517845;8313;1234;7402;51
38;0.3396719996023138;0.8559978574414716;0.22228602513222767;0.9213463345864662;0.8658777120315582;0.9972501195600191;0.9269322664888592;0.8503937007874016;0.996877969322655;0.14960629921259844;0.0027498804399808704;0.8551663708130293;8341;1292;7344;23
39;0.33923490832631403;0.855873745819398;0.22751844338232413;0.9234609962406015;0.8727770177838577;0.9916307986609277;0.9284155146359209;0.8600046317739695;0.9906629318394025;0.13999536822603056;0.008369201339072214;0.857517377755163;8294;1209;7427;70
40;0.33710084854310574;0.8574349393812709;0.22616042647706835;0.9241658834586466;0.8751453642034042;0.9897178383548542;0.9289120798967626;0.8632468735525707;0.9885956769659197;0.13675312644742937;0.010282161645145864;0.8583359647268728;8278;1181;7455;86
41;0.33871121827924133;0.8569972826086957;0.22364819080645876;0.923578477443609;0.8704652378463147;0.9954567192730751;0.928774610965475;0.8565308012968967;0.9948890383322125;0.1434691987031033;0.004543280726924916;0.8586448882838389;8326;1239;7397;38
42;0.338047178219194;0.856814381270903;0.22839089188920825;0.9232847744360902;0.8783928189784141;0.9827833572453372;0.9276605349283377;0.8682260305697082;0.9811567652447003;0.1317739694302918;0.01721664275466284;0.8552688264320111;8220;1138;7498;144
43;0.3374934660077693;0.8571344586120402;0.22416312747487896;0.9224624060150376;0.8707511540075535;0.9923481587757054;0.9275815824765311;0.857341361741547;0.9914301017675415;0.14265863825845299;0.007651841224294596;0.8559125994039947;8300;1232;7404;64
44;0.3386781325931334;0.8563897888795987;0.23059573587506338;0.9200540413533834;0.8667919407036225;0.9927068388330942;0.9254862620520536;0.8522464103751737;0.9917800835466918;0.14775358962482632;0.007293161166905786;0.8517354175855452;8303;1276;7360;61
45;0.337414062229985;0.857219377090301;0.22870141979222908;0.9236959586466166;0.8754369240546552;0.9881635581061693;0.928390901432182;0.8638258452987494;0.9869030295012567;0.13617415470125058;0.011836441893830704;0.8571490550437111;8265;1176;7460;99
46;0.3376077963755681;0.8570299435618729;0.23341579771691695;0.9201127819548872;0.8837920489296636;0.967479674796748;0.9237442922374429;0.8767948124131543;0.9653238143804181;0.12320518758684576;0.032520325203252036;0.8466917148985885;8092;1064;7572;272
47;0.3354697731202063;0.8584866220735786;0.24201986473753936;0.9158834586466166;0.8870465168039172;0.953012912482066;0.9188472622478385;0.8824687355257064;0.9509608185675069;0.11753126447429366;0.046987087517934005;0.8367435387254086;7971;1015;7621;393
48;0.33600779201673425;0.8581404159698997;0.2360747604721919;0.9191729323308271;0.8844298245614035;0.9643711142993783;0.9226721574010524;0.8779527559055118;0.9621827411167513;0.1220472440944882;0.03562888570062171;0.8444654953792458;8066;1054;7582;298
49;0.33448213474656824;0.8592704849498328;0.24515278693428613;0.9131226503759399;0.8952064981123441;0.9355571496891439;0.9149371528792749;0.8939323761000463;0.9347378617266013;0.10606762389995368;0.06444285031085605;0.8297169116477137;7825;916;7720;539
